"","nobs","nsim","k","lm","lewbel","tsls"
"1378",500,76,3,0.101564238937591,-0.00374997796885079,0.0338520561524702
"1379",1100,76,3,0.085230596525244,-0.0588182690995001,0.0100173528899545
"1380",3000,76,3,0.09498914457135,0.0315663766185366,0.0107486777468342
"1381",100,77,3,0.0620399893846482,-0.277423617995146,0.170237631974955
"1382",200,77,3,0.0434788718415198,-0.113576626198982,0.02648265392838
"1383",500,77,3,0.0659180455813813,0.0131713461546279,0.00915298910547691
"1384",1100,77,3,0.0730128764823594,-0.00227587212254066,0.00880955091709645
"1385",3000,77,3,0.0853428989290843,0.0038417199860743,-0.0107013763782388
"1386",100,78,3,0.100288711969736,0.0722916350435299,0.0735529209765813
"1387",200,78,3,0.0924061485722583,0.0260652033068396,-0.0416000155948612
"1388",500,78,3,0.0589374120066857,-0.0985952043456411,-0.00378014198443288
"1389",1100,78,3,0.0800754892494748,-0.0112569961250329,0.00796870037182029
"1390",3000,78,3,0.0920652630025713,0.0250365656132761,0.00119008725157732
"1391",100,79,3,0.204671114649897,0.128161757778009,0.229830149225624
"1392",200,79,3,0.132852043446907,-0.0294666250128559,0.00281446633078009
"1393",500,79,3,0.0904562684243388,-0.000896955232693508,-0.0229070400503157
"1394",1100,79,3,0.071364172998069,0.0184372618034627,-0.0355414158765549
"1395",3000,79,3,0.1107717689277,0.0554233223716021,0.034618859681798
"1396",100,80,3,0.184630916887174,0.0393690558971764,0.223205294642135
"1397",200,80,3,0.0140430842994033,-0.0786928145294704,-0.0147812332580677
"1398",500,80,3,0.062707144216233,-0.0337058262383214,-0.0339843297793647
"1399",1100,80,3,0.0624097602036986,-0.00410788789061878,0.0398810179594955
"1400",3000,80,3,0.0902163785875896,0.0251879768568766,-0.0236190834816404
"1401",100,81,3,-0.0190076661550621,-0.0537240226473554,0.00540631529065738
"1402",200,81,3,0.105508112577471,-0.0341364306124105,0.0631890812046314
"1403",500,81,3,0.0935686730479581,-0.00209367171768404,-0.0138287029503749
"1404",1100,81,3,0.0666414097957795,0.0213344982878971,-0.079706235807988
"1405",3000,81,3,0.0817904240832261,0.0150148971383395,-0.0337489037785513
"1406",100,82,3,0.157074081166418,0.0993713770476725,0.126360494295322
"1407",200,82,3,0.0871036000870509,0.0190043218171794,0.0398231908959146
"1408",500,82,3,0.0670580641490754,-0.0269605573312106,0.0369619869085009
"1409",1100,82,3,0.0841950641116904,-0.0197428594296808,0.0013509908314242
"1410",3000,82,3,0.0612389339290287,-0.0271425409337605,-0.0294387917245377
"1411",100,83,3,-0.015749313190943,-0.0964418274007317,-0.126559756154463
"1412",200,83,3,0.15403659607119,0.0486437051812212,0.0233752371072702
"1413",500,83,3,0.0643670698126406,0.0149564556216837,0.0315688863372985
"1414",1100,83,3,0.0860769673753798,-0.0184053192749575,0.0339628014505924
"1415",3000,83,3,0.097760225951887,0.0290720996370275,-0.00186043450492934
"1416",100,84,3,0.00612430379488305,-0.276322470366125,-0.0393803725920771
"1417",200,84,3,0.0742618585546264,-0.0297682396891664,-0.0479019832630672
"1418",500,84,3,0.0973462523754853,0.0231390099299889,-0.0979337201695253
"1419",1100,84,3,0.0932304427284969,0.00275400165614248,0.0333245013681194
"1420",3000,84,3,0.0889676003581239,0.0144666912514502,-0.0262544192419887
"1421",100,85,3,0.127124875838525,0.0053560381883988,0.0475920563489665
"1422",200,85,3,0.145121116318158,-0.0131803944775489,0.0709863438626999
"1423",500,85,3,0.121898312716637,0.124839343802745,0.0597494854945004
"1424",1100,85,3,0.0619369668444854,0.00621414543124543,-0.0534579534092179
"1425",3000,85,3,0.057743089519162,-0.0218834254451215,-0.022396863902157
"1426",100,86,3,-0.0510932890544465,-0.0554698408123235,-0.189802078685641
"1427",200,86,3,0.0333333729963172,-0.174836151765305,-0.161617104842689
"1428",500,86,3,0.0435744649976775,-0.0605099513944568,-0.0731788176165845
"1429",1100,86,3,0.068173529632749,-0.0148011413710321,-0.0536720064970001
"1430",3000,86,3,0.0842411673677663,0.0291800897112309,-0.0496714108852133
"1431",100,87,3,0.0266725161786068,-0.0807121857889689,-0.0587794429475189
"1432",200,87,3,0.08316522403924,-0.017976337510245,-0.156833609058254
"1433",500,87,3,0.0756788550740624,-0.00160936080685181,0.0690184411668473
"1434",1100,87,3,0.0751300604423808,0.0115197798793445,-0.0101383314676083
"1435",3000,87,3,0.0672418893607356,0.00175059275986511,-0.0177712784012668
"1436",100,88,3,0.0505912697549999,0.0905951724413905,-0.000964998634588876
"1437",200,88,3,0.0151558441751969,0.00820519959591848,-0.136783262165726
"1438",500,88,3,0.0971571734639953,-0.0674573273266482,0.0550564660158512
"1439",1100,88,3,0.0449926342966902,-0.114265163964663,-0.0103584624149333
"1440",3000,88,3,0.0591441421965733,-0.0128930138634564,-0.0315686227781439
"1441",100,89,3,0.147708084014364,0.204842675904753,-0.140979151415336
"1442",200,89,3,0.159683333291877,0.197660473630556,0.0724641715708694
"1443",500,89,3,0.0909805580658263,-0.0266321647698997,0.00153112721275783
"1444",1100,89,3,0.0558474556627089,-0.0406971891949224,-0.0447084816973786
"1445",3000,89,3,0.0769027450483253,0.0139696658071899,-0.00971357668636774
"1446",100,90,3,-0.0147816938644905,-0.023073501463296,-0.101888775834101
"1447",200,90,3,0.0777323228142637,-0.0575385925439038,0.0770724169482673
"1448",500,90,3,0.0687400237540678,0.0423583816178437,-0.0265622584879371
"1449",1100,90,3,0.0781982888834791,0.0151034839688451,-0.0461717268142993
"1450",3000,90,3,0.0822621155754879,0.010874664108262,-0.0164467638065116
"1451",100,91,3,0.264089503274591,0.150784222426486,0.151374348386968
"1452",200,91,3,0.080627663810301,0.0114945966220508,-0.0483978339659397
"1453",500,91,3,0.041879545682169,-0.0237606708035994,-0.079734705023867
"1454",1100,91,3,0.0775476043089021,-0.00213231685013537,-0.00484892738913401
"1455",3000,91,3,0.0991471677317348,0.00731509586056522,0.00773086859175631
"1456",100,92,3,0.0899262422014739,-0.0584968005735756,-0.073079126350457
"1457",200,92,3,0.080840595186765,0.0139936410887176,0.0598073365234904
"1458",500,92,3,0.0842644163409931,-0.0128411235587285,0.0140986434894939
"1459",1100,92,3,0.0938892170218095,-0.00713512235165192,0.0215501880446276
"1460",3000,92,3,0.0768456699012112,0.000317643467377282,-0.0179390673576508
"1461",100,93,3,0.188286109020593,0.06563152900583,0.0931906309460702
"1462",200,93,3,0.0851504921107302,-0.228464975111499,0.159512690249509
"1463",500,93,3,0.115865633032469,-0.0109803164820407,0.00724145464141368
"1464",1100,93,3,0.095805866797442,-0.0647481656651343,0.0131283325810045
"1465",3000,93,3,0.0670454438552035,-0.0496404653152434,0.0131953633556519
"1466",100,94,3,0.0674276079673326,-0.132600697253215,0.053158344218331
"1467",200,94,3,0.0400178016660959,-0.0808997709394488,-0.00744962997614551
"1468",500,94,3,0.0584158433746251,-0.0438087286232226,-0.018920502220151
"1469",1100,94,3,0.0877172001368156,-0.00991612121977992,0.0329881010392494
"1470",3000,94,3,0.0699167282906148,0.000925738699985468,-0.00214754619065516
"1471",100,95,3,0.0488954921101461,0.00587852854118331,-0.0210333071825566
"1472",200,95,3,0.0565392582995761,-0.0422426751357753,-0.0613142810716033
"1473",500,95,3,0.055721473953243,-0.0444113570794671,-0.0645555033360373
"1474",1100,95,3,0.0674887835751961,0.000112343710068519,-0.0133086993343083
"1475",3000,95,3,0.089213953714812,0.0586333498854359,0.00451529257699779
"1476",100,96,3,0.105797706804328,0.175136434041407,0.0564478211998578
"1477",200,96,3,0.0679099086232411,-0.0226124176828038,0.0886130249904964
"1478",500,96,3,0.081036772282691,-0.0333267641625316,0.0340900444776056
"1479",1100,96,3,0.110098131854539,0.043021827401907,-0.0198962260530928
"1480",3000,96,3,0.073257582447005,-0.0109257352980241,-0.0284567404140939
"1481",100,97,3,0.151843145156755,0.0897059492616965,0.145399432547185
"1482",200,97,3,0.107462771219679,0.0877064029341801,-0.0524402067894174
"1483",500,97,3,0.0370273941752175,-0.0707529558543637,-0.0660617630495246
"1484",1100,97,3,0.0540791202981727,-0.095035866644971,-0.0118224458545357
"1485",3000,97,3,0.0902673345909992,-0.0105321082155303,-0.0122658327055479
"1486",100,98,3,0.0291097334742174,-0.0222779223529563,-0.0460009545547887
"1487",200,98,3,0.00883041601448831,-0.103962579016125,-0.113218029147968
"1488",500,98,3,0.0688814264661457,-0.0288477314574781,-0.0418289760335946
"1489",1100,98,3,0.0818428128216977,0.00161447206001619,-0.0123832777523299
"1490",3000,98,3,0.0837676617296848,-0.00751223752093866,-0.0139013188541466
"1491",100,99,3,0.110236971046903,0.210469560281638,-0.164083666337224
"1492",200,99,3,0.0462105680252483,0.0466919927294485,-0.0667227435084801
"1493",500,99,3,0.108383622519385,0.0534039197500684,0.053428957259755
"1494",1100,99,3,0.0799683725893492,0.0341454403331327,0.0218329223761471
"1495",3000,99,3,0.0791747613545535,-0.00700492141842513,-0.00370585317006555
"1496",100,100,3,0.0571497937104879,-0.0339164260895863,-0.0460441975122391
"1497",200,100,3,0.0863117922626488,0.0888799587784603,-0.0419595235333405
"1498",500,100,3,0.0570363459570269,0.0205731704867984,-0.115645971624117
"1499",1100,100,3,0.0531961700799624,-0.0471667039132991,0.00585802014856118
"1500",3000,100,3,0.0866317295016141,0.00924230185640784,-0.0035751618357498
"1501",100,1,4,0.0676981954149756,0.00153289478025043,-0.156997193712384
"1502",200,1,4,0.0649041567690916,-0.0244040733410925,0.0890056397803731
"1503",500,1,4,0.0562027107969967,0.00335892047543163,0.063584726408024
"1504",1100,1,4,0.0646305845593769,0.00754839184369227,0.0135957978646837
"1505",3000,1,4,0.0547057506667838,-0.00927448478611981,-0.0151999052014984
"1506",100,2,4,0.0273696644701718,0.0102396332155126,-0.0120387702500513
"1507",200,2,4,0.0883399862019216,0.0641230510866568,-0.0717307495421775
"1508",500,2,4,0.0300083026023499,-0.0320997080739278,0.0542185563131006
"1509",1100,2,4,0.0614755792641579,0.000409858388555007,-0.00105903085703729
"1510",3000,2,4,0.0494797156632183,-0.0198085388063033,-0.0111126739321156
"1511",100,3,4,0.0281230280866978,-0.0198218138500859,-0.0337502012591729
"1512",200,3,4,-0.011791678858962,-0.0594515786679104,-0.0555687372186284
"1513",500,3,4,0.0178001196714415,-0.073400376500403,0.00930360777607464
"1514",1100,3,4,0.0708162977785767,0.024854998000357,-0.026717946755745
"1515",3000,3,4,0.0479130963758008,-0.00458672589427789,0.00318150928213745
"1516",100,4,4,0.0882799740373676,0.174985097766604,-0.160427398081957
"1517",200,4,4,0.0143623740534906,-0.0254529799649752,0.076460986155851
"1518",500,4,4,0.0309217066317982,-0.0147996943856824,5.56521849732761e-05
"1519",1100,4,4,0.0418544259630005,0.00889272423946097,-0.0155333538278681
"1520",3000,4,4,0.0592068120716773,0.0147727543374181,0.00701610152932153
"1521",100,5,4,0.155927495049627,0.0776627597217783,-0.0181390114064597
"1522",200,5,4,0.0332067692513256,-0.0337207877823765,-0.00425302092890045
"1523",500,5,4,0.0608262465515421,0.0331769318105584,-0.114911297385195
"1524",1100,5,4,0.0461539540631486,0.0169500750495635,-0.0215817556241996
"1525",3000,5,4,0.05953055641436,0.00232700438177802,-0.009956145788383
"1526",100,6,4,0.0510414155147905,-0.0480285190317233,-0.014935152385649
"1527",200,6,4,0.0601846010759757,0.0248623450462468,0.0547749111727394
"1528",500,6,4,0.0491231194045101,0.0334023551379732,-0.0527080282649276
"1529",1100,6,4,0.0483663329273907,-0.0109070458931088,-0.0120358920588738
"1530",3000,6,4,0.0402917547089636,-0.0180958687069743,-0.00906490686844252
"1531",100,7,4,-0.00354501937595908,0.105694142501058,-0.282835697637669
"1532",200,7,4,0.0393294278790539,-0.0266904369467528,0.133073643990193
"1533",500,7,4,0.0189330075328957,-0.0463774817078042,0.0220167856788105
"1534",1100,7,4,0.0704967206195362,0.0275537958113716,-0.0217697721784348
"1535",3000,7,4,0.0452480899065986,-0.00466593611004051,0.00447527210902998
"1536",100,8,4,0.0958034475499598,0.0171135920270258,-0.0141810345898202
"1537",200,8,4,0.0574899436646241,0.0284764229642236,-0.0211379408921203
"1538",500,8,4,0.0529033224174649,-0.00118644519442024,-0.015284634794548
"1539",1100,8,4,0.0793449103979795,0.0207306650318073,-0.0376210018530618
"1540",3000,8,4,0.0570317338849164,0.0165615766660316,0.00518236936286209
"1541",100,9,4,0.00224372261218786,0.0327374810796928,0.269873724016855
"1542",200,9,4,0.0831252312662574,0.0686493590650294,-0.0322850382111528
"1543",500,9,4,0.035119513163852,-0.0512152627856729,0.0624108503127603
"1544",1100,9,4,0.0222089599974833,-0.0371975510047228,0.00920927634431212
"1545",3000,9,4,0.0377301488381276,-0.0160620596057508,0.0242005155412428
"1546",100,10,4,0.16506284654614,0.204379602903319,0.0366530148797497
"1547",200,10,4,0.0963981597045234,0.0378437015345194,-0.0026585440040432
"1548",500,10,4,0.0240579067404347,-0.0515052728111183,-0.0449041027828215
"1549",1100,10,4,0.0494937940468085,0.00262078944780519,0.00520456173121175
"1550",3000,10,4,0.0494706923676616,0.00944299153669426,0.00636925782433129
"1551",100,11,4,0.173128635935286,-0.024435360443579,0.048521472046642
"1552",200,11,4,-0.0254288989280537,-0.0324053400661224,-0.0763918561737301
"1553",500,11,4,0.0561458180468621,-0.0077555972478357,-0.0120939024605562
"1554",1100,11,4,0.0699745671957093,0.0631361148526712,0.0139968246128619
"1555",3000,11,4,0.041835210366731,0.00911583247341241,-0.0110930309887113
"1556",100,12,4,0.0516102129132832,0.0468047296078924,0.0111642118185975
"1557",200,12,4,0.0840806348420022,0.0573143247869661,-0.00994831348357694
"1558",500,12,4,0.0645591743202441,0.00442450907832059,-0.0366752721924435
"1559",1100,12,4,0.054998265917815,-0.0135320157010823,0.00304592403779358
"1560",3000,12,4,0.0504464427953923,-0.00288884883266405,0.0193193905640952
"1561",100,13,4,0.0194225852825058,0.00447517650780282,-0.201521764504097
"1562",200,13,4,0.00694597176797118,-0.0554275255997919,-0.110107663422648
"1563",500,13,4,0.0635796759737872,0.0108371731559709,-0.0460293044043201
"1564",1100,13,4,0.0393900472286786,-0.0457655114069256,0.050855552859014
"1565",3000,13,4,0.0511435151191253,0.00874498678189672,0.0256753176562354
"1566",100,14,4,0.065151533541449,0.0190226088848968,0.12063327275529
"1567",200,14,4,0.128950717107793,0.0947901396746713,0.0693881898081601
"1568",500,14,4,0.051308809435652,0.00163735320623415,-0.0243534382686632
"1569",1100,14,4,0.0622787129891758,0.0134849180794501,-0.0231653181477612
"1570",3000,14,4,0.0406853909049592,-0.0156775014015893,-0.00825110704359733
"1571",100,15,4,0.0280836559454567,0.0258797072061088,-0.159759647945791
"1572",200,15,4,0.0581817810110248,-0.000442824042680923,0.0210793043186228
"1573",500,15,4,0.0264153496145385,-0.00979015616090217,-0.03218119158584
"1574",1100,15,4,0.0499711834227665,0.0114204989495068,-0.0276433844767341
"1575",3000,15,4,0.0400450064628644,-0.0191027070177631,0.0109051054105525
"1576",100,16,4,0.110165059693885,0.149419247014361,-0.0282064237224811
"1577",200,16,4,-0.00997371543070391,-0.0850813470097683,-0.0535680655793837
"1578",500,16,4,0.0557764162739511,0.0315596859453613,-0.0308527240160751
"1579",1100,16,4,0.0636746719117471,-0.0199486758537042,0.0984409039778202
"1580",3000,16,4,0.0535575532916934,0.00699767683862995,-0.0279011224167467
"1581",100,17,4,0.0822188366540972,0.076535249443838,0.00500062528818912
"1582",200,17,4,0.0254428591871672,-0.033279213038641,0.0117689110888859
"1583",500,17,4,0.0365949803182337,-0.02199692719998,0.0278533131224548
"1584",1100,17,4,0.0734738778483324,0.00903744744071644,0.0439303367149311
"1585",3000,17,4,0.0368019189052142,-0.0132615499773029,-0.0220332875186193
"1586",100,18,4,0.0148684376310662,-0.00213556924891556,-0.202026182753917
"1587",200,18,4,0.0856365445007414,0.024366082143648,0.10433572690385
"1588",500,18,4,0.0147406459305315,-0.0182205134018312,-0.0410432782505421
"1589",1100,18,4,0.0370948115669942,-0.0255707031738535,-0.0335680302397808
"1590",3000,18,4,0.0471900289267799,-0.00976012693881834,-0.000368561122971234
"1591",100,19,4,0.072850493855483,0.0421445089265944,-0.0165759376519519
"1592",200,19,4,0.0824206032356209,0.089937894454122,0.0712947504297878
"1593",500,19,4,0.0609642832884703,-0.00929346342099568,0.0641014032835876
"1594",1100,19,4,0.0634138749499991,0.0248639010165208,-0.0207088826977521
"1595",3000,19,4,0.0474051152622712,-0.0024788759992237,-0.0412249558892911
"1596",100,20,4,0.143222104186601,0.0202826032380652,0.0595700667434618
"1597",200,20,4,0.0690492740996016,0.0353755164775733,0.0302064195656266
"1598",500,20,4,0.0329921016421695,-0.0264569476652881,0.0756350482687222
"1599",1100,20,4,0.0235375187683791,-0.0515017650126048,0.00113645137738727
"1600",3000,20,4,0.0541710511149218,-0.000398053999793202,-0.0144903237793483
"1601",100,21,4,-0.0288358992271018,-0.115005052940559,0.15893067738573
"1602",200,21,4,0.00785617935176641,0.00811440656955242,-0.141134351417869
"1603",500,21,4,0.0244502308674548,-0.0116352162845319,-0.0621431318422075
"1604",1100,21,4,0.0478473949086227,-0.00203748706957874,-0.012349819782084
"1605",3000,21,4,0.0577243327295742,-0.0127577150236986,0.0303573848729835
"1606",100,22,4,0.0568596989043344,0.0515504758092828,-0.0268720801854255
"1607",200,22,4,0.0557580067585846,0.0721001468209188,-0.0449691746114155
"1608",500,22,4,0.0516078113420446,0.0328798360444482,-0.0537289203329951
"1609",1100,22,4,0.0472760894152264,0.0200952941155055,-0.00549525876701518
"1610",3000,22,4,0.0428132807585597,-0.0158880629470787,0.0276652023888166
"1611",100,23,4,0.334973749111241,0.200634786943382,0.140026960121775
"1612",200,23,4,0.102589953635554,0.00735630480019411,0.0230410226110982
"1613",500,23,4,0.0612298715417672,0.0478637724948319,-0.0338436457264123
"1614",1100,23,4,0.0431795706763958,0.00848664248188524,-0.0240122072437127
"1615",3000,23,4,0.0556454226420553,0.0061627869442149,0.00697792870960612
"1616",100,24,4,0.169616540925326,0.201927494058316,-0.0120498811308634
"1617",200,24,4,0.0264623963264525,-0.0388628382499018,-0.0453726226922534
"1618",500,24,4,0.0919071969605529,-0.00435985595898603,0.101782032088779
"1619",1100,24,4,0.034895798000673,-0.0191240076911579,-0.0437606974881345
"1620",3000,24,4,0.0608690064618058,0.00691231606307685,-0.00467926660586815
"1621",100,25,4,0.0674639767412997,-0.038440458254469,0.0369191447109469
"1622",200,25,4,0.0422877206875996,0.0221746991011647,-0.00324033330567608
"1623",500,25,4,0.0368958711480911,-0.00312721177389474,-0.0182586009175605
"1624",1100,25,4,0.0665242937019583,0.0442577430884414,-0.0747498958354976
"1625",3000,25,4,0.0329005424264304,-0.0212166045703142,0.0117152819077555
"1626",100,26,4,0.045895046738696,0.0136804039296612,-0.19274417170318
"1627",200,26,4,0.116778675704526,0.00572810002898971,0.192914670765985
"1628",500,26,4,0.0465332699862411,0.00469548434931855,-0.01805054760376
"1629",1100,26,4,0.0547023964210531,-0.00128448736752773,-0.0379435854480953
"1630",3000,26,4,0.0480029373455315,0.00473177177746997,0.0189807104379267
"1631",100,27,4,0.164568005647269,-0.0171261237998032,0.212355254858029
"1632",200,27,4,0.041822179434974,0.0218003879484294,-0.0250828420684933
"1633",500,27,4,0.0314171790840434,-0.0409513108523611,0.0337447255219003
"1634",1100,27,4,0.0506638884502799,-0.005582198348699,0.0448744323740566
"1635",3000,27,4,0.0498238820434198,0.000871190584511128,-0.00369646512416388
"1636",100,28,4,-0.0183774789005259,-0.143774210805844,-0.174718362569017
"1637",200,28,4,0.0387271571619674,0.00312478553201911,-0.0379117874617682
"1638",500,28,4,0.0340755770719494,-0.00380322963950575,-0.0427228865441034
"1639",1100,28,4,0.0432729302557397,0.000125996511055826,0.0173970597551107
"1640",3000,28,4,0.0525212614914303,-0.00440346578738648,0.0112823634398838
"1641",100,29,4,0.10800034942132,0.100355026132942,-0.00748026772381216
"1642",200,29,4,0.0343467647870399,0.0258650105225151,-0.120747522748686
"1643",500,29,4,0.0846100094771385,0.0135119330010345,0.00570424809807113
"1644",1100,29,4,0.087253579923521,0.0388708044374992,-0.0306338504864124
"1645",3000,29,4,0.0482855605752881,-0.00902695217328575,-0.0076677904527771
"1646",100,30,4,0.053014707326007,0.00720238649756122,-0.0533772103209661
"1647",200,30,4,0.0597129830329801,0.0670457472018924,-0.0570437285293938
"1648",500,30,4,0.0470108246779977,0.00568848967742408,-0.0262110865390877
"1649",1100,30,4,0.0639796720338845,0.0020257525508609,0.014926423714074
"1650",3000,30,4,0.0358160848439963,-0.0142322150793746,-0.0355708059243037
"1651",100,31,4,0.0585445607603721,0.0232277251319839,-0.00179096817798274
"1652",200,31,4,0.0400056582640136,0.00971373053545488,0.0411498265623633
"1653",500,31,4,0.00973958527051821,-0.0147992762055965,-0.0188302604539919
"1654",1100,31,4,0.0525569955237888,0.0189544641227701,0.0153987367034041
"1655",3000,31,4,0.0586960967963082,0.00489297329531002,0.00288851601724605
"1656",100,32,4,0.0881577489483476,0.0375612527647207,0.112457925219886
"1657",200,32,4,0.062855106234647,0.0146043710094976,0.116300483732842
"1658",500,32,4,0.0800987730860918,0.0169003688004346,0.0147508044916533
"1659",1100,32,4,0.0105776980553816,-0.0655303843711248,-0.0365622392284372
"1660",3000,32,4,0.0529547296146058,-0.00201398532677755,0.00138106965552343
"1661",100,33,4,0.0266944214499822,-0.0121671177825137,-0.0525034264189169
"1662",200,33,4,-0.0340174715593081,-0.0703935627692228,-0.0449413801880363
"1663",500,33,4,0.0390979981572934,-0.0490421565042378,0.0425497478523973
"1664",1100,33,4,0.0508747326546826,-0.0510474466613134,0.0566650159619613
"1665",3000,33,4,0.0429917635463766,-0.00416587665105128,-0.00567442846585997
"1666",100,34,4,0.152105628715044,0.0892318363590374,-0.188314456832055
"1667",200,34,4,0.0914901222236226,-0.0227959292855855,0.11506100015055
"1668",500,34,4,0.0350692632496727,-0.0021994393529654,-0.0845703276284324
"1669",1100,34,4,0.0426826378198062,-0.00686834882701426,-0.00306243970464903
"1670",3000,34,4,0.048991067216495,-0.00733778625366943,-0.0219225768583624
"1671",100,35,4,0.0743414735842032,-0.0697729477717199,-0.139311007171468
"1672",200,35,4,0.0456653926497101,0.0120096816618209,-0.20569086286216
"1673",500,35,4,0.0853544643831945,0.0718837902562675,-0.0116182400324182
"1674",1100,35,4,0.0665452755253673,0.0436920259138813,-0.0355194666398875
"1675",3000,35,4,0.0483153555390012,-0.0152331567054406,-0.0116545016688514
"1676",100,36,4,0.0716341333235484,-0.00171034073735388,0.0324927039502287
"1677",200,36,4,0.00470116310164581,-0.096828238406658,0.116523688414766
"1678",500,36,4,0.054268596424609,0.0466500657738413,-0.0763842796814175
"1679",1100,36,4,0.0708936238535389,0.0281925259970239,0.0123323711093795
"1680",3000,36,4,0.0516632005052029,-0.00052115603144598,0.0168152428369135
"1681",100,37,4,0.0809388475459381,0.022268363769004,-0.00673669463980509
"1682",200,37,4,0.0687376857708373,0.108155560564508,-0.0126787303662091
"1683",500,37,4,0.0576098894175057,0.0518200371074427,-0.0320282700585308
"1684",1100,37,4,0.0498675236801556,0.00150951218697637,0.0149117625320379
"1685",3000,37,4,0.0383094097255627,-0.0208135119147733,-0.0302937130458641
"1686",100,38,4,0.0334578475832119,-0.0265218119550678,0.0175745808062304
"1687",200,38,4,0.0277196435740994,0.0156798767740554,-0.00491287298403509
"1688",500,38,4,0.0919994313458776,0.0280389288835365,0.0254711530327523
"1689",1100,38,4,0.0475811698401813,-0.0205598667773448,-0.0151690478317271
"1690",3000,38,4,0.0454424818852006,-0.00413637448820114,0.00333058603081815
"1691",100,39,4,-0.0346919266227096,-0.062771131070497,-0.215976993038113
"1692",200,39,4,0.0570255031392688,-4.21842926110472e-05,-0.109387478950504
"1693",500,39,4,0.0645128937327675,0.0239115229675662,0.0340651980119759
"1694",1100,39,4,0.0486632535842801,0.00728718702284081,-0.0105126213789318
"1695",3000,39,4,0.0422967840547845,-0.0169311876549542,0.0116019172222017
"1696",100,40,4,0.0356055503146582,-0.0377417603423387,-0.0420550915113835
"1697",200,40,4,0.0911835602606712,-0.00197062544483106,0.0283579180572311
"1698",500,40,4,0.0265316014968398,-0.00978634813775558,0.0119979348290218
"1699",1100,40,4,0.0347027824433341,-0.0181502917034502,-0.0600678764527945
"1700",3000,40,4,0.0589923886318522,0.00106480193036762,-0.0102572612440606
"1701",100,41,4,0.0603994479901773,0.015093860459418,0.0198313498836939
"1702",200,41,4,0.0345819119446471,0.0113369848801337,-0.0221305468870263
"1703",500,41,4,0.0818761984121084,0.0453906510133879,0.0674528021303551
"1704",1100,41,4,0.065222418923482,0.0108868474610253,-0.00898596572908639
"1705",3000,41,4,0.0504161025418115,-0.00589022964922548,0.0273604152788516
"1706",100,42,4,-0.000973548805723645,-0.0391083256753577,-0.177443234995384
"1707",200,42,4,0.106154126914405,0.0687909477755879,0.0532530869419388
"1708",500,42,4,0.044177384656124,0.0141132927670815,0.0332886943644157
"1709",1100,42,4,0.0459840155811369,-0.0277679182496514,-0.0252827528352989
"1710",3000,42,4,0.0462003033550205,-0.00910878310110064,0.0120115197071491
"1711",100,43,4,0.146308590425982,0.0234478300441145,0.0966024387640216
"1712",200,43,4,0.0898179628031315,-0.0566639045072198,0.00819453405675397
"1713",500,43,4,0.0856793803895917,0.0643366594248578,0.00497410788000496
"1714",1100,43,4,0.0350907731056165,-0.0106752160721355,-0.0121088793599846
"1715",3000,43,4,0.0577813320166762,0.0237139536873168,0.00405222254215865
"1716",100,44,4,0.0392547126957323,-0.0189247067335788,0.121190720849362
"1717",200,44,4,0.0845171528175797,-0.0121096506934801,0.0302353191805769
"1718",500,44,4,0.0785728490904252,0.0513745736802329,0.0399553396014409
"1719",1100,44,4,0.0500794853549245,0.0164163885253272,0.0155415208621603
"1720",3000,44,4,0.0612589897900087,0.00865548208226774,0.0149591577724346
"1721",100,45,4,0.0462222553374541,0.0256642841215371,-0.124730176314973
"1722",200,45,4,0.103920457286433,0.0104050338802888,0.275769538182511
"1723",500,45,4,0.0240688517151093,-0.0262456814503822,0.0421178672721256
"1724",1100,45,4,0.0654330043006137,0.000289372993742987,0.0973639115202733
"1725",3000,45,4,0.0747880569093065,0.0191063364991104,0.00147425092026632
"1726",100,46,4,0.100156043914075,0.0647111266673097,-0.0858908158090937
"1727",200,46,4,0.118840628274804,-4.82146759362978e-05,0.104817946884903
"1728",500,46,4,0.0639505084751006,0.0469987680305293,-0.00871011433516689
"1729",1100,46,4,0.0706221386768819,0.0210377350140691,0.0606337885646646
"1730",3000,46,4,0.0586659696944218,0.00812756464487707,0.0269435288173689
"1731",100,47,4,0.0480047445869192,0.0352438744061423,0.0669673592127571
"1732",200,47,4,-0.0481886791379786,-0.0947000838309578,-0.0928642203995763
"1733",500,47,4,0.0676709289542334,-0.0409890988682295,-0.0235707106144077
"1734",1100,47,4,0.0672263579607471,-0.0229257320031214,-0.0249078056103111
"1735",3000,47,4,0.052933341877085,0.0157370687658627,-0.00934494517597295
"1736",100,48,4,0.108323182712756,0.0616755851556599,0.0521200567339117
"1737",200,48,4,-0.00564928595552816,-0.0625865420649294,-0.0203993720739076
"1738",500,48,4,0.0351352325750474,-0.0023069980281144,0.0678594503629353
"1739",1100,48,4,0.0412335650054774,-0.0388603919275884,-0.00623410480923781
"1740",3000,48,4,0.0517118253000133,-0.00455119287012995,-0.00868947012503507
"1741",100,49,4,0.119616992834914,0.00353941800320356,0.161699421829523
"1742",200,49,4,0.0564463566842552,0.0232012760038915,0.0357108198177656
"1743",500,49,4,0.0878040073737976,0.0529893598201883,-0.0232220115789228
"1744",1100,49,4,0.0191297571854359,-0.0232092298964574,-0.0561716979155868
"1745",3000,49,4,0.0612494406483648,0.00320019238783575,0.0217495342413967
