"","nobs","nsim","k","lm","lewbel","tsls"
"185",3000,37,1,0.132709780603833,-0.0404526359481521,-0.0299665746044124
"186",100,38,1,0.12598073542768,-0.798449483614823,-0.065050621407335
"187",200,38,1,0.0929870739770735,-0.316300020295766,-0.0497637271858228
"188",500,38,1,0.129738216656493,0.329507153293904,0.0192027213098438
"189",1100,38,1,0.145701851697445,-0.0596394532447951,-0.0134022929864613
"190",3000,38,1,0.135472478117461,0.0029521340915406,0.0255752167327246
"191",100,39,1,0.110823206053308,2.38822500641713,-0.0267634437919509
"192",200,39,1,0.195596218234195,-0.210040413146483,0.0561277232276103
"193",500,39,1,0.218796260127013,0.121764915590814,0.0155467016462223
"194",1100,39,1,0.14895657042226,-0.066017407964399,0.0502027785562327
"195",3000,39,1,0.148561874222143,-0.0844308828916679,0.000430618132893912
"196",100,40,1,0.127151180973765,0.22718589164696,0.0637583673293867
"197",200,40,1,0.111169093528616,0.0819641154935098,0.0213315663901803
"198",500,40,1,0.10249411793221,0.170670603710094,-0.0527467033438971
"199",1100,40,1,0.119951091028006,-0.043000709044717,-0.0352517741423327
"200",3000,40,1,0.153670618066635,-0.00992040790874593,0.0386110381805869
"201",100,41,1,0.0597517650538535,0.754434405466673,-0.0463229784034852
"202",200,41,1,0.224002546457309,-1.43219834084833,0.112331366129794
"203",500,41,1,0.0962795232063531,0.113000000751668,-0.000536554286919899
"204",1100,41,1,0.128931437543143,-0.354121101240659,-0.0545530917381737
"205",3000,41,1,0.157046401484337,-0.0612482226031222,0.0115388383522848
"206",100,42,1,0.234322918282363,0.0231643585911949,0.116255984300033
"207",200,42,1,0.147970815634989,0.0817975096063726,0.0371830256376924
"208",500,42,1,0.213630042109103,0.113551417494733,0.0943324200606728
"209",1100,42,1,0.187392194679289,0.119829630452684,0.0735255132870745
"210",3000,42,1,0.136960607120661,-0.056264021171713,0.0135453868639024
"211",100,43,1,0.274769356354906,13.2385825281695,0.0986267133411833
"212",200,43,1,0.0700152605162154,-0.144830228574562,0.0107905629496521
"213",500,43,1,0.115325707495187,0.138159357291731,-0.0312361683359024
"214",1100,43,1,0.143430442067945,-0.0107962093129191,0.0470920973488302
"215",3000,43,1,0.127254400004492,0.0299863081454537,0.00966977989673912
"216",100,44,1,0.274863191732728,-0.0159347059829208,0.0999986633699181
"217",200,44,1,0.128168717343174,-0.0962425766779924,0.0332686506292026
"218",500,44,1,0.0821836196367334,-0.185631799722432,-0.0528268159963537
"219",1100,44,1,0.118689579991302,-0.016657284549793,-0.0268009966950732
"220",3000,44,1,0.133707911045462,0.0428331243284124,0.00411637291454259
"221",100,45,1,-0.00592859529482326,0.0923324615389061,-0.175858368763194
"222",200,45,1,0.155238364554593,-0.278794420326804,0.0204205062416878
"223",500,45,1,0.144224903174005,0.0403369027583129,-0.0412014419482426
"224",1100,45,1,0.0974083763180855,-0.251877306460587,-0.0356875804116502
"225",3000,45,1,0.133207017747372,0.106982154308786,-0.0342291019570391
"226",100,46,1,0.10095539026828,3.23394664541622,-0.0600788946297267
"227",200,46,1,0.102248758657238,0.308280455494289,-0.0103718984742739
"228",500,46,1,0.145995014966665,0.301430470891001,0.0211071835344772
"229",1100,46,1,0.203273232076615,0.275179487252241,0.0816467614434404
"230",3000,46,1,0.116436352197562,-0.143364708795901,-0.0303619709334095
"231",100,47,1,0.183312477046139,0.566152025266295,-0.116639207251009
"232",200,47,1,0.159083574142265,0.411900893958011,0.0797167838694168
"233",500,47,1,0.14670003624249,-0.861811371279117,0.0139758004536461
"234",1100,47,1,0.131302508245619,-0.105103568366542,0.0284110437351446
"235",3000,47,1,0.144980700890846,0.000278138584143051,-0.0127855143628146
"236",100,48,1,0.137854080396543,-0.181331360288548,0.104677670321564
"237",200,48,1,0.186966709996167,0.589796535083094,-0.0629177363967528
"238",500,48,1,0.13307523249728,-0.0517498138987168,0.0261766171672604
"239",1100,48,1,0.177381144938394,0.17794975934224,0.0216595432760338
"240",3000,48,1,0.147767172820758,0.0809057231461865,-0.0143417273160008
"241",100,49,1,-0.000408480588821813,0.108300716237201,-0.0744751892128673
"242",200,49,1,0.129845585577168,0.189334900677711,-0.0732041354143421
"243",500,49,1,0.099835121764229,-0.00283428249348405,-0.016675546832765
"244",1100,49,1,0.158808671649457,-0.336522048658083,0.0116120746933026
"245",3000,49,1,0.139771528804334,0.0262397211160366,0.015602321494558
"246",100,50,1,0.0720669570879107,0.256752548147966,-0.0782554095760358
"247",200,50,1,0.106117018735303,0.216683185884363,0.0329391870274274
"248",500,50,1,0.113261702845486,0.112206208553121,-0.0496888926490721
"249",1100,50,1,0.137495879989693,-0.0573249919973055,-0.0228801010048214
"250",3000,50,1,0.137637154164903,-0.121561380504964,0.00776995404561953
"251",100,51,1,0.168169721068028,0.95718583377212,-0.0581843533337359
"252",200,51,1,0.0281552129122513,-0.531013492587586,-0.0572342497708852
"253",500,51,1,0.152210354700712,-0.162937451652061,0.0340595972777087
"254",1100,51,1,0.154958368723357,0.0402701670217935,-0.0135370939517537
"255",3000,51,1,0.147221705983366,-0.0854971328694721,0.00628881262555048
"256",100,52,1,0.0190470779759089,1.24119168956787,-0.15639173483727
"257",200,52,1,0.138698647357378,-0.497875710580493,0.00471734134055524
"258",500,52,1,0.0968547425716917,-0.131959296089194,-0.0265458235286845
"259",1100,52,1,0.0944456172249915,0.177314582365421,-0.0465542870761909
"260",3000,52,1,0.131162452685887,-0.0714357364676799,0.00809446036353423
"261",100,53,1,0.185728333116771,0.261438555761915,0.148079020803927
"262",200,53,1,0.102309442463953,0.0141067122542045,0.0355245256260033
"263",500,53,1,0.154571272469538,-0.177801665395439,0.0266870157928774
"264",1100,53,1,0.137568105555557,-0.0635321218374608,0.00154212472605719
"265",3000,53,1,0.143698969544536,-0.0414928891045031,-0.00421829046968036
"266",100,54,1,0.105699504619783,-0.52893946949658,-0.168935657140651
"267",200,54,1,0.0734567218372437,-0.403149631086345,-0.0239197193223227
"268",500,54,1,0.131270948037008,-0.277651575151361,0.0106942643546264
"269",1100,54,1,0.155989310896015,-0.0716377768031049,0.0660921307850957
"270",3000,54,1,0.125375427733438,-0.116193274238141,0.00524507990870027
"271",100,55,1,0.165297260102509,-0.292579868202388,0.0180418409953798
"272",200,55,1,0.137750108452746,0.225848175440153,0.026665599907963
"273",500,55,1,0.165538284110121,-0.0188667420978315,0.0560116552903349
"274",1100,55,1,0.127091206332988,-0.273059879865408,0.0517156683583224
"275",3000,55,1,0.113038633353592,0.0463353755755436,-0.00544383680577931
"276",100,56,1,0.194571303890078,-0.789908231401351,0.0199018757045801
"277",200,56,1,0.114620441943929,0.662397908130823,-0.104844578631986
"278",500,56,1,0.132417058018493,0.204123712282279,0.0615529954240814
"279",1100,56,1,0.0641367792238046,-0.0127288218232845,-0.106286336193947
"280",3000,56,1,0.131141282807794,-0.0416749228711543,-0.00380295187926749
"281",100,57,1,0.286316671837977,-1.29883862715686,-0.0329644383272171
"282",200,57,1,0.183471081225235,0.110799954194932,0.0425813334055734
"283",500,57,1,0.133385536709875,0.0146930371358893,0.0290111998311855
"284",1100,57,1,0.172093887932461,-0.165756233253415,0.0465705773305054
"285",3000,57,1,0.146522412214501,-0.00703438735355166,0.0184018905275152
"286",100,58,1,0.0454252365286767,-0.852037349246541,-0.0871740480103826
"287",200,58,1,0.14199652313335,-0.999308026618556,0.0325063499434826
"288",500,58,1,0.127380267481488,-0.199793283099102,-0.0357089271803771
"289",1100,58,1,0.11174313828352,0.166812740154923,0.00766176984188638
"290",3000,58,1,0.121239830844973,-0.135955885563551,-0.00649208529227796
"291",100,59,1,0.249945821835639,2.79291714413793,0.0176154890345881
"292",200,59,1,0.133140296112788,-0.684791855104168,-0.00963536198037873
"293",500,59,1,0.0700500652631684,0.0646406189003959,-0.0316344307302063
"294",1100,59,1,0.153839784118574,0.307143861761546,0.00284324234431588
"295",3000,59,1,0.129910391394698,-0.00331597314648235,-0.0304992497710609
"296",100,60,1,0.0323246933980801,-0.512798895124369,-0.0423387452391838
"297",200,60,1,0.130831250491027,-0.389775593064487,-0.247112316678248
"298",500,60,1,0.130189520391274,-0.998972107794253,0.079330778351812
"299",1100,60,1,0.107054736801055,0.140872645892693,-0.0507666577479936
"300",3000,60,1,0.143239031629766,-0.0778068764374215,0.0161373012720694
"301",100,61,1,0.0616979319888287,0.476855256236914,-0.133950196672107
"302",200,61,1,0.210983948286472,0.207528015929897,0.0734819026805931
"303",500,61,1,0.154442658808596,-0.593887709165758,0.0347778590442462
"304",1100,61,1,0.116130005323837,0.0591565497905664,-0.0199270771069432
"305",3000,61,1,0.129647529438631,-0.0325416334771237,-0.011105701680529
"306",100,62,1,0.210884668009427,-0.0611172063220586,0.04388698631698
"307",200,62,1,0.208449093715436,-0.355021928688986,-0.109891514991928
"308",500,62,1,0.156542271084624,-0.018237876377631,0.0646079458394002
"309",1100,62,1,0.14421650622284,0.0646004683033272,0.0293089930584083
"310",3000,62,1,0.153576360822558,0.0392384773328311,0.0143073564701752
"311",100,63,1,0.105300113224027,0.0180555542153915,0.0429850269159264
"312",200,63,1,0.137084476012631,0.281221890824879,-0.125497396450171
"313",500,63,1,0.110005265778287,0.247928802900156,-0.00681113685988077
"314",1100,63,1,0.155594073557757,0.187346657777625,-0.000163556565734635
"315",3000,63,1,0.141804592270433,0.00417629483203363,-0.0129653389224165
"316",100,64,1,0.127114882646466,0.0715334711366575,0.0229517854369965
"317",200,64,1,0.206881408959618,0.0786910305489554,0.0936103671401829
"318",500,64,1,0.121679420302992,-0.113801911800543,-0.00278503254466522
"319",1100,64,1,0.104102759936425,0.112487390241397,0.007919056586702
"320",3000,64,1,0.130226586928367,-0.121447426992114,-0.0252092777009459
"321",100,65,1,0.140596120138318,-0.323671508590227,0.109163644349834
"322",200,65,1,0.104573751184778,0.305418600683819,-0.101611797925795
"323",500,65,1,0.15569858619887,0.236569068943141,0.000998999680902557
"324",1100,65,1,0.151541934262076,0.18192968745342,-0.000628878465474214
"325",3000,65,1,0.142812876621283,0.0899633334941692,0.0277932166915165
"326",100,66,1,0.0955214872774421,-0.0356433018084892,-0.0138098307913069
"327",200,66,1,0.194483791830043,-0.187779328110041,0.0882704803857943
"328",500,66,1,0.111810476408824,-0.0538644887904621,0.00965865856946535
"329",1100,66,1,0.165039782549491,0.0549214164764715,0.0848209325489431
"330",3000,66,1,0.111365052051244,0.0699996235703273,-0.00242013055619372
"331",100,67,1,0.101782033682317,3.76145475424084,-0.121114004849349
"332",200,67,1,0.164418763346601,0.214706930041512,0.0276067070730883
"333",500,67,1,0.160468643521034,0.223225799273338,0.0212337399880365
"334",1100,67,1,0.141810573142064,0.109574562600448,0.0493700075750239
"335",3000,67,1,0.139793546603171,-0.0541531682219306,0.0228451434876691
"336",100,68,1,0.139711709996047,-0.501617193608192,-0.00530485935862968
"337",200,68,1,0.275041123243328,0.464804170019546,0.0380890701103989
"338",500,68,1,0.136209683250053,0.145547279739191,0.00705338251095289
"339",1100,68,1,0.128727252562155,-0.0286727362180277,-0.0151373838647086
"340",3000,68,1,0.128446332391715,-0.0160761933872373,-0.0280575124698723
"341",100,69,1,0.127080345293266,0.552427729424113,0.104036359257184
"342",200,69,1,0.164640121253251,0.701441155761956,-0.0584629390727481
"343",500,69,1,0.138442691113981,0.0978211768674888,-0.0403411848513821
"344",1100,69,1,0.101474460897057,-0.0159122149362481,-0.0254461072014184
"345",3000,69,1,0.124268078416293,-0.0244859733920827,0.006462533048333
"346",100,70,1,0.00165357235297936,0.521265276722312,-0.0356930721071695
"347",200,70,1,0.0917211524226724,-0.0743362405194495,-0.189232678576711
"348",500,70,1,0.134119068164855,0.103242483576567,0.00716908673553918
"349",1100,70,1,0.116105750570213,0.0093583687312131,0.00841836628767489
"350",3000,70,1,0.14973357863439,0.157300809031444,-0.0344538241173526
"351",100,71,1,0.110783778804554,-1.11213644473106,-0.169097661523189
"352",200,71,1,0.0818326044966871,-0.147335086929746,-0.0797889083973674
"353",500,71,1,0.0799243606462354,0.274178914534745,-0.0524745085680794
"354",1100,71,1,0.128475202503845,0.201945750274528,-0.00855867511058461
"355",3000,71,1,0.140469423750061,0.0889841907694853,0.0117276118484424
"356",100,72,1,0.0947338196922693,0.188642236992861,0.0209455497278512
"357",200,72,1,0.0902460100000866,0.17249709747814,0.0351931138844799
"358",500,72,1,0.128127017177408,-0.0787939538828236,0.0044550229792002
"359",1100,72,1,0.143671079316109,-0.0622954409481841,-0.000371629519380079
"360",3000,72,1,0.146109653762348,-0.0328211399777094,-0.0110465084135681
"361",100,73,1,0.148039947798552,0.265230111750399,-0.0905349661401931
"362",200,73,1,0.0935153148049641,-0.00636813001088654,0.0309430318065751
"363",500,73,1,0.141615516256971,-0.464172834255791,-0.031510016571445
"364",1100,73,1,0.171950412189082,0.00719264585747426,0.0511054555889852
"365",3000,73,1,0.130507949046009,0.0379544406233028,0.0159604854363002
"366",100,74,1,0.133692886411362,0.533236369831918,-0.0693904449900486
"367",200,74,1,0.113417575805493,-0.074345605631122,-0.015844228649867
"368",500,74,1,0.161396271224967,0.177142384879797,0.0235408731945961
"369",1100,74,1,0.137866701714438,-0.300990814776053,-0.0249590203456972
"370",3000,74,1,0.133952438379676,-0.0137385648352223,0.0206516240053112
"371",100,75,1,0.20791812656191,0.503359723266765,0.161996948660123
"372",200,75,1,0.200954510901029,-0.424712671247339,0.0724625668282297
"373",500,75,1,0.12394037021839,0.239942515180132,-0.0669785780611951
"374",1100,75,1,0.168524993450406,-0.099573869838671,0.0124132958272909
"375",3000,75,1,0.14428161833737,0.109273073283037,-0.0144227576197534
"376",100,76,1,0.292400005403733,-0.264685488226841,0.153813343721985
"377",200,76,1,0.172160090454246,0.809008337306425,0.140390193429355
"378",500,76,1,0.108511771942348,-0.176701549958402,0.0361337090721263
"379",1100,76,1,0.163086768461112,0.118011778463631,-0.0182376691316273
"380",3000,76,1,0.127296653202957,0.0226980446005396,-0.0179014593855592
"381",100,77,1,0.163742087036265,-0.0874627892383284,-0.0354495686734739
"382",200,77,1,0.0497549287691097,0.554538025163156,-0.0579616575084988
"383",500,77,1,0.124883667198304,-0.111417217903436,-0.00243497795355008
"384",1100,77,1,0.136066666816126,0.057765182340034,-0.0048466962487882
"385",3000,77,1,0.154160779007411,0.124788605418687,0.0572435587166524
"386",100,78,1,0.200130604207119,0.294717125179402,0.0417522353841593
"387",200,78,1,0.157907946973369,0.231965419196342,0.0538259602008002
"388",500,78,1,0.131145347691637,-0.119070849022706,0.0461962724484197
"389",1100,78,1,0.15318837413318,0.323009679833762,0.0375594673213915
